source_id,source_name,country,title,url,price_eur,year,category,size,weight_range,condition,date_listed,date_found
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A PHI Symphonia 26 26 105-130kg Žádné SIV Nevětveno Nekoupáno TK platná Křídlo EN A PHI Symphonia 26 26 105-13,https://paragliding-bazar.cz/cs/offering/phi-symphonia-26-26-105-130kg-no-sivs-no-trees-no-water--6492/,500.0,2018.0,EN A,26,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A APCO gradient Nevada 2 26 80-102kg Listovaný Křídlo EN A APCO gradient Nevada 2 26 80-102kg Listovaný 10 000,https://paragliding-bazar.cz/cs/offering/apco-gradient-nevada-2-26-80-102kg-concertinas-6467/,2000.0,,EN A,26,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A MAC Lucky 4 28 85-110kg Žádné SIV Nevětveno Nekoupáno Drobné opravy TK platná S batohem Křídlo EN A MAC Luck,https://paragliding-bazar.cz/cs/offering/mac-lucky-4-28-85-110kg-no-sivs-no-trees-no-water-small--6463/,,2023.0,EN A,28,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A AXIS Pluto 4 L 95-115kg Listovaný Žádné SIV Nelétáno na písku Nevětveno Nekoupáno Drobné opravy Křídlo EN A,https://paragliding-bazar.cz/cs/offering/axis-pluto-4-l-95-115kg-concertinas-no-sivs-no-flying-on-6445/,1000.0,2020.0,EN A,L,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,"Křídlo EN A Junkers JU80 80 80-105kg Nové Křídlo EN A Junkers JU80 80 80-105kg Nové 15 000,00 CZK EN A Velikost: 80 Vzle",https://paragliding-bazar.cz/cs/offering/junkers-ju80-80-80-105kg-new-6442/,,2020.0,EN A,80,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A SKY Fides 1 80-110kg Žádné SIV Nelétáno na písku TK čerstvá TK platná Křídlo EN A SKY Fides 1 80-110kg Žádné,https://paragliding-bazar.cz/cs/offering/sky-fides-1-80-110kg-no-sivs-no-flying-on-the-sand-tc-fr-6436/,,2004.0,EN A,,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Advance Alpha 5 26 70-95kg Listovaný Nelétáno na písku Nevětveno Nekoupáno S batohem Křídlo EN A Advance Alp,https://paragliding-bazar.cz/cs/offering/advance-alpha-5-26-70-95kg-concertinas-no-flying-on-the--6432/,,2013.0,EN A,26,,Mírně létané (50-100h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Drift carancho M 80-103kg Nové Nelétáno na písku Nevětveno Nekoupáno TK čerstvá TK platná Křídlo EN A Drift,https://paragliding-bazar.cz/cs/offering/drift-carancho-m-80-103kg-new-no-flying-on-the-sand-no-t-6390/,2000.0,2025.0,EN A,M,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A Advance Alpha 7 28 80-118kg Nekoupáno S batohem Křídlo EN A Advance Alpha 7 28 80-118kg Nekoupáno S batohem,https://paragliding-bazar.cz/cs/offering/advance-alpha-7-28-80-118kg-no-water-with-bag-6354/,1200.0,2021.0,EN A,28,,Jako nové (0-50h),,2026-04-28
paragliding_bazar_cz_a,Paragliding Bazar CZ – EN A,CZ,Křídlo EN A UP Dena SM 92-110kg Nevětveno Nelétáno na písku TK platná TK čerstvá Listovaný Křídlo EN A UP Dena SM 92-110,https://paragliding-bazar.cz/cs/offering/up-dena-sm-92-110kg-no-trees-no-flying-on-the-sand-tc-va-6350/,,2022.0,EN A,SM,,Jako nové (0-50h),,2026-04-28
